CaseId,WEIGHT,P_IMAGE1A,P_IMAGE1B,P_IMAGE2A,P_IMAGE2B,P_IMAGE3A,P_IMAGE3B,P_IMAGE4A,P_IMAGE4B,P_IMAGE5A,P_IMAGE5B,P_IMAGE6A,P_IMAGE6B,P_IMAGE7A,P_IMAGE7B,P_IMAGE8A,P_IMAGE8B,P_RELIG,P_ATTEND,P_ZIPCODE,P_CBSA,RND_00,RND_01,RND_02,RND_03,RND_04,RND_05,RND_06,RND_07,RND_08,POLADSTRUMPTEMPS4,POLAADSBIDENTEMPS4,POLADSREGULATIONS4,POLADSGLOBALWARMINGS4,MONTGOMERY1S4,MONTGOMERY2S4,MONTGOMERY3S4,MONTGOMERY4S4,MONTGOMERY5S4,MONTGOMERY6S4,MONTGOMERY7S4,MONTGOMERY8S4,PolAdsORDER1,PolAdsORDER2,PolAdsORDER3,PolAdsORDER4,PolAdsORDER5,PolAdsORDER6,PolAdsORDER7,PolAdsORDER8,POLADSTRUMP1S4,POLADSTRUMP2S4,POLADSBIDEN1S4,POLADSBIDEN2S4,POLADSEXXON1S4,POLADSEXXON2S4,POLADSPATAGONIA1S4,POLADSPATAGONIA2S4,POLADSPOWER1S4,POLADSPOWER2S4,POLADSSIERRA1S4,POLADSSIERRA2S4,POLADSCOLGATE1S4,POLADSCOLGATE2S4,POLADSMSC1S4,POLADSMSC2S4,PartyID7,IDEO1S4,QCANDI20,QPA015A,BAGAINS4,QPAC2,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,INCOME4,INCOME9,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
1755,0.69589140,154,333,615,534,361,441,664,632,654,435,212,414,331,424,362,122,1,8,25843,"Beckley, WV Metro Area",0,0,1,1,1,1,1,0,0,6,1,5,2,1,1,2,1,1,2,2,2,2,5,7,6,3,8,1,4,2,,,3,,5,,4,,3,,4,5,,3,,6,3,1,2,1,1,4/4/2021 12:42,4/4/2021 12:50,9,2,1,Smartphone,1,70,4,6,1,4,1,5,13,3,7,WV,3,5,1,1,1,1,4,2,0,0,0,0,2
1758,0.55965462,643,333,144,442,565,442,414,532,243,155,521,154,232,333,131,141,11,2,53214,"Milwaukee-Waukesha, WI Metro Area",1,1,1,1,1,0,1,0,1,5,3,4,1,2,1,2,1,1,1,1,2,2,6,8,1,4,5,3,7,,2,,3,,4,,4,3,,,5,4,,,3,6,8,4,4,2,1,4/4/2021 12:53,4/4/2021 12:59,7,2,1,Smartphone,2,28,1,2,1,5,5,1,14,4,8,WI,2,3,1,1,1,1,4,5,0,0,0,0,5
1759,0.78695612,563,431,361,654,224,634,254,233,345,163,363,562,164,142,464,461,2,2,32506,"Pensacola-Ferry Pass-Brent, FL Metro Area",0,0,0,1,0,0,1,0,0,7,1,7,1,1,2,1,2,2,2,2,1,5,7,2,3,8,4,1,6,1,,1,,,2,1,,1,,,2,4,,1,,7,3,1,2,2,1,4/4/2021 9:14,4/4/2021 9:22,8,2,1,Desktop,1,52,3,4,1,2,1,6,3,1,2,FL,3,5,1,1,1,4,2,3,0,0,0,0,3
1762,0.34739583,454,625,313,111,111,561,335,224,431,151,221,654,312,554,141,324,1,7,33844,"Lakeland-Winter Haven, FL Metro Area",1,0,1,0,1,1,1,0,0,6,2,3,1,2,1,1,2,1,1,1,2,8,2,4,5,1,3,7,6,2,,,3,4,,,5,,3,,5,5,,3,,4,4,1,2,2,1,4/3/2021 10:05,4/3/2021 10:13,8,2,1,Desktop,2,74,4,6,1,3,1,5,9,2,5,FL,3,5,1,1,1,4,3,2,0,0,0,0,2
1767,1.47716473,611,535,452,355,524,564,623,344,221,622,131,621,554,213,122,441,10,1,30022,"Atlanta-Sandy Springs-Alpharetta, GA Metro Are",0,1,1,1,1,0,1,1,1,1,6,1,3,1,1,1,1,1,2,2,1,3,1,4,2,8,5,7,6,,1,,3,,4,,5,1,,,4,,5,,5,2,3,2,1,2,1,4/2/2021 16:23,4/2/2021 16:41,23,2,1,Desktop,1,77,4,7,1,4,3,5,11,3,6,GA,3,5,1,1,1,1,4,1,0,0,0,0,1
1769,0.48191543,512,634,422,353,652,215,663,454,431,542,345,645,241,344,335,523,12,3,48642,"Midland, MI Metro Area",1,0,1,0,1,0,1,0,0,2,7,2,1,2,1,2,2,2,1,2,2,1,2,3,5,8,7,6,4,1,,,2,2,,,4,1,,,2,4,,3,,1,2,2,1,2,1,4/2/2021 13:51,4/2/2021 14:10,19,2,1,Desktop,2,67,4,6,1,3,1,2,7,2,4,MI,2,3,1,1,1,1,2,2,0,0,0,0,1
1781,0.32069052,524,225,461,423,255,441,454,323,412,361,141,532,535,433,421,131,12,7,38024,"Dyersburg, TN Micro Area",1,0,0,1,1,1,1,0,1,2,7,4,1,2,2,1,2,2,1,2,1,5,7,6,1,4,8,2,3,2,,1,,,5,,5,,5,,5,5,,,5,4,4,2,4,1,1,4/1/2021 20:45,4/2/2021 10:53,10,2,1,Smartphone,2,50,3,4,2,3,3,4,4,1,2,TN,3,6,0,1,2,2,4,5,0,0,0,1,4
1788,0.58010120,563,464,562,262,514,534,365,534,143,125,321,243,131,532,652,121,1,4,75137,"Dallas-Fort Worth-Arlington, TX Metro Area",1,0,0,1,1,0,0,1,0,1,6,3,1,1,2,2,1,2,2,2,2,1,8,7,5,6,3,2,4,1,,1,,,2,,3,1,,2,,,5,2,,2,3,2,1,1,1,4/7/2021 14:44,4/7/2021 14:57,13,2,1,Desktop,2,52,3,4,2,3,3,1,10,2,6,TX,3,7,1,1,1,1,4,1,0,0,0,0,1
1793,1.41909299,341,415,115,353,511,264,611,643,321,221,131,164,115,335,342,625,2,7,91910,"San Diego-Chula Vista-Carlsbad, CA Metro Area",1,0,1,0,1,0,0,0,1,5,3,4,3,2,1,1,1,2,1,1,2,4,3,2,7,5,6,1,8,1,,,1,4,,,5,1,,1,,5,,,5,3,6,1,2,2,1,4/3/2021 20:26,4/3/2021 20:31,5,2,1,Smartphone,1,42,2,3,1,4,1,1,15,4,8,CA,4,9,1,1,1,1,4,4,0,0,0,0,1
1798,0.81751690,125,511,131,545,565,325,411,324,263,125,321,234,332,252,355,235,12,2,92503,"Riverside-San Bernardino-Ontario, CA Metro Are",0,0,0,0,1,1,0,1,0,7,1,5,2,2,2,2,1,1,2,2,2,6,4,8,1,3,7,5,2,4,,1,,4,,,3,,4,1,,,5,3,,7,6,1,2,2,1,4/1/2021 12:39,4/1/2021 12:45,6,2,1,Smartphone,1,46,3,4,1,3,1,1,13,3,7,CA,4,9,1,1,1,1,2,4,0,0,0,0,3
1799,2.16436862,331,341,651,212,263,412,612,234,153,233,225,322,153,315,363,253,11,1,28478,"Wilmington, NC Metro Area",0,0,0,1,0,0,0,1,1,7,1,7,3,1,1,1,1,1,2,1,1,2,7,5,4,3,8,1,6,1,,5,,,5,1,,3,,2,,,5,,5,7,8,4,4,2,1,4/1/2021 22:20,4/1/2021 22:23,3,2,1,Smartphone,1,34,2,2,1,2,5,1,9,2,5,NC,3,5,1,0,1,1,4,2,0,0,0,0,1
1800,0.25133969,123,263,151,251,425,642,134,151,115,642,363,463,214,422,422,631,14,8,87114,"Albuquerque, NM Metro Area",1,1,0,1,1,1,1,1,1,5,2,7,2,2,1,2,1,1,98,1,2,3,8,2,1,4,7,5,6,,2,1,,,4,,3,,2,,3,,5,,5,5,8,1,2,2,1,4/1/2021 13:26,4/1/2021 13:37,12,2,1,Desktop,1,77,4,7,4,3,1,5,16,4,9,NM,4,8,1,1,1,1,2,4,0,0,0,1,3
1804,0.98477742,353,562,244,265,551,635,464,664,253,664,363,432,443,622,442,464,14,1,95621,"Sacramento-Roseville-Folsom, CA Metro Area",0,0,1,0,0,1,0,1,0,1,5,2,1,2,2,1,1,1,1,2,2,8,6,4,7,1,5,2,3,1,,,2,1,,2,,,1,2,,,5,2,,4,8,4,4,2,1,4/5/2021 8:17,4/5/2021 8:46,29,2,1,Smartphone,2,59,3,5,1,3,1,1,15,4,8,CA,4,9,1,1,1,1,4,2,0,0,0,0,2
1807,2.23142713,325,355,512,124,514,564,635,621,424,153,354,633,641,432,252,453,10,2,15784,,0,1,0,1,1,0,0,1,1,4,4,1,1,1,2,1,2,1,1,2,1,4,1,2,7,8,5,6,3,,5,1,,,3,,3,3,,1,,,5,,5,2,4,4,4,2,1,4/2/2021 9:39,4/2/2021 9:46,7,2,1,Smartphone,1,32,2,2,1,4,3,1,11,3,6,PA,1,2,0,1,1,1,4,1,0,0,0,0,1
1811,0.83884449,151,234,435,641,141,612,553,161,111,533,663,243,225,131,331,345,3,3,99503,"Anchorage, AK Metro Area",1,0,0,1,0,1,0,0,0,7,1,4,2,1,2,1,1,1,2,1,2,1,6,7,2,5,8,3,4,1,,1,,,4,1,,,4,1,,4,,1,,7,6,1,2,2,1,4/2/2021 0:42,4/2/2021 0:56,15,2,1,Desktop,1,42,2,3,1,2,5,1,8,2,4,AK,4,9,1,1,2,1,4,1,0,0,0,0,1
1818,0.38798778,553,221,645,615,414,162,265,621,651,143,515,345,435,233,651,412,2,7,14626,"Rochester, NY Metro Area",1,0,0,0,0,1,0,0,0,1,7,3,1,2,2,1,2,2,1,1,2,8,4,6,2,3,7,1,5,1,,2,,3,,2,,,1,2,,5,,5,,1,4,2,1,2,1,4/15/2021 16:44,4/15/2021 17:05,21,2,1,Desktop,2,72,4,6,1,3,4,5,8,2,4,NY,1,2,1,1,1,1,2,6,0,0,0,0,3
1820,0.59491869,254,645,115,264,342,511,463,164,323,642,665,334,442,452,144,261,11,1,30168,"Atlanta-Sandy Springs-Alpharetta, GA Metro Are",1,1,1,1,0,1,1,1,0,1,6,4,1,1,1,2,2,1,2,1,1,3,2,8,6,7,5,4,1,,5,,2,,3,1,,,2,,5,,5,1,,2,8,2,1,2,1,4/1/2021 13:27,4/1/2021 13:31,4,2,1,Smartphone,2,40,2,3,2,5,5,1,9,2,5,GA,3,5,1,1,2,1,4,2,0,0,1,0,1
1825,0.51851861,361,643,324,462,125,412,342,365,361,264,651,555,643,524,413,252,9,1,94112,"San Francisco-Oakland-Berkeley, CA Metro Area",0,1,1,0,0,0,0,1,0,1,4,1,1,2,1,1,1,2,2,2,2,1,3,6,2,8,7,4,5,,4,,4,2,,2,,1,,3,,,5,5,,3,1,2,1,2,1,4/6/2021 22:30,4/7/2021 12:56,8,2,1,Smartphone,2,35,2,3,4,3,5,1,13,3,7,CA,4,9,1,1,2,1,4,4,0,0,0,0,3
1826,2.32382360,553,522,242,151,422,321,645,463,133,611,242,342,531,131,135,461,1,8,75935,,1,1,1,1,0,0,1,1,0,1,5,5,3,1,1,1,2,2,1,2,2,4,3,7,8,5,6,1,2,,2,,2,,3,4,,2,,,3,,3,2,,2,5,2,1,1,1,4/12/2021 17:24,4/12/2021 17:33,10,2,1,Desktop,1,46,3,4,2,3,1,2,13,3,7,TX,3,7,0,1,1,4,2,6,0,0,1,1,8
1827,2.28343198,164,555,543,454,321,225,352,664,455,631,223,665,431,344,611,424,1,2,24946,,1,0,0,1,1,1,1,0,1,4,1,1,3,2,1,2,1,1,2,2,2,4,2,6,1,7,8,5,3,4,,3,,,5,,4,,5,,3,5,,,5,2,8,4,4,1,1,4/5/2021 10:55,4/5/2021 10:58,4,2,1,Smartphone,2,39,2,3,1,2,1,1,5,1,3,WV,3,5,0,0,1,1,4,5,0,0,0,0,4
1830,1.56091051,421,245,164,642,133,262,245,354,655,513,563,645,344,533,524,434,12,7,45034,"Cincinnati, OH-KY-IN Metro Area",1,1,1,1,1,1,0,1,0,2,2,2,3,1,2,1,1,2,2,2,1,1,6,3,7,2,5,8,4,,3,,3,,2,,3,,2,3,,,5,3,,6,6,1,3,1,1,4/2/2021 8:50,4/2/2021 8:55,6,2,1,Desktop,1,53,3,4,1,5,1,1,16,4,9,OH,2,3,1,1,1,1,3,5,0,0,0,3,2
1835,1.21838863,114,662,635,624,622,252,651,513,623,334,133,314,115,122,525,541,12,2,32258,"Jacksonville, FL Metro Area",1,1,1,1,1,1,0,1,0,5,4,4,3,1,2,1,2,1,2,2,1,7,6,5,3,2,1,8,4,,3,,4,,3,,5,,3,2,,,5,2,,5,6,1,2,2,1,4/2/2021 19:20,4/2/2021 19:29,10,2,1,Smartphone,1,59,3,5,1,3,1,2,7,2,4,FL,3,5,1,1,1,1,3,2,0,0,0,0,2
1841,2.41882133,424,331,161,231,545,122,624,264,611,355,614,525,325,423,615,254,12,1,36110,"Montgomery, AL Metro Area",1,1,0,1,0,0,1,1,0,1,7,1,3,1,2,2,1,1,2,2,1,5,4,2,6,3,1,8,7,,4,2,,,5,4,,3,,,5,,5,3,,2,2,2,1,2,1,4/3/2021 19:41,4/3/2021 19:45,4,2,1,Smartphone,2,37,2,3,2,3,4,4,10,2,6,AL,3,6,1,1,1,1,2,6,0,0,2,3,5
1844,0.20749816,225,135,123,215,354,421,544,221,462,312,634,652,653,252,552,441,5,4,60632,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",1,0,0,1,0,1,1,0,1,2,7,5,2,2,2,2,2,1,2,2,2,2,6,8,7,1,5,3,4,3,,4,,,3,3,,,3,,3,3,,,3,2,4,2,3,2,1,4/1/2021 17:36,4/1/2021 17:40,4,2,1,Desktop,1,31,2,2,6,4,5,1,8,2,4,IL,2,3,1,0,1,2,2,4,0,0,0,0,4
1845,1.81261330,564,331,453,635,125,451,524,525,613,341,534,545,651,231,312,542,2,7,75154,"Dallas-Fort Worth-Arlington, TX Metro Area",1,0,0,0,0,1,0,1,1,98,6,4,3,2,2,1,1,1,2,2,1,4,6,3,2,7,8,1,5,4,,1,,4,,2,,,3,2,,,3,,2,2,2,2,1,2,1,4/3/2021 14:59,4/3/2021 20:51,16,2,1,Smartphone,2,62,4,5,4,1,1,7,9,2,5,TX,3,7,1,1,1,1,4,6,0,0,1,4,6
1848,2.42114886,512,145,532,653,323,515,215,644,654,333,413,464,414,145,555,341,1,4,75935,,0,0,0,1,1,1,1,1,0,7,4,4,2,1,1,2,1,2,1,1,1,7,8,5,1,2,3,4,6,3,,3,,,3,,3,,1,,3,,3,3,,5,8,1,2,1,1,4/1/2021 12:37,4/2/2021 19:16,10,2,1,Smartphone,2,36,2,3,4,1,3,1,6,1,3,TX,3,7,0,1,1,1,4,6,0,1,3,4,8
1850,1.82628160,151,615,133,165,663,411,321,424,135,131,441,521,551,344,364,143,9,1,14850,"Ithaca, NY Metro Area",1,1,1,1,0,1,1,0,0,3,5,3,3,1,1,1,1,2,2,2,2,7,2,3,4,5,8,1,6,,1,,1,,3,1,,,2,,2,2,,3,,3,3,2,1,2,1,4/1/2021 12:22,4/1/2021 12:25,3,2,1,Smartphone,2,34,2,2,1,4,1,1,14,4,8,NY,1,2,1,1,1,1,4,5,0,0,2,0,3
1861,0.28466863,131,163,315,332,361,161,361,235,321,515,322,465,433,635,235,613,3,3,92505,"Riverside-San Bernardino-Ontario, CA Metro Are",1,1,1,0,1,1,1,1,0,1,6,2,3,2,1,2,2,1,1,1,1,6,5,1,2,4,3,8,7,,1,,1,3,,,5,,3,,3,,5,2,,2,5,2,1,2,1,4/14/2021 16:47,4/14/2021 16:53,6,2,1,Smartphone,2,41,2,3,1,5,6,1,13,3,7,CA,4,9,1,1,1,1,4,6,0,0,2,2,7
1862,1.64368682,423,561,422,531,242,313,341,163,631,124,622,414,231,363,124,525,2,8,57702,"Rapid City, SD Metro Area",0,1,0,0,1,0,1,1,0,4,4,3,3,1,1,1,2,2,1,2,2,6,8,7,3,2,5,4,1,,2,2,,3,,,3,2,,,3,,5,2,,6,4,1,2,2,1,4/1/2021 11:51,4/1/2021 12:04,14,2,1,Smartphone,2,66,4,6,1,2,1,5,10,2,6,SD,2,4,1,1,1,1,4,2,0,0,0,0,2
1865,0.34758332,213,444,562,424,551,453,413,324,331,215,621,443,452,332,341,524,1,5,60430,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",0,1,0,1,1,1,0,0,0,3,6,3,3,1,2,2,2,2,1,1,2,5,1,4,2,3,6,7,8,,3,2,,,4,,5,,3,2,,5,,3,,3,3,2,1,2,1,4/1/2021 19:22,4/5/2021 4:19,18,2,1,Smartphone,2,70,4,6,5,4,1,5,13,3,7,IL,2,3,1,1,1,1,2,2,0,0,0,0,2
1866,0.47602847,633,565,133,442,364,631,545,264,643,622,611,524,631,423,514,241,14,1,14618,"Rochester, NY Metro Area",1,1,1,0,0,0,1,1,0,1,3,1,1,98,1,98,2,2,98,2,98,7,3,8,5,6,4,2,1,,1,,1,5,,1,,98,,,5,,5,98,,5,1,3,3,2,1,4/13/2021 15:26,4/13/2021 15:37,3,2,1,Smartphone,2,24,1,1,4,3,1,4,6,1,3,NY,1,2,1,1,2,3,4,5,0,0,0,0,5
1867,0.68229835,525,464,341,465,662,551,145,335,315,111,543,612,225,635,641,455,1,4,70517,"Lafayette, LA Metro Area",1,1,1,1,1,0,1,1,0,7,7,5,2,1,1,2,2,1,1,2,1,2,1,6,7,4,8,5,3,,3,,3,,2,,2,2,,,2,,4,2,,2,5,2,1,1,1,4/7/2021 20:20,4/7/2021 20:23,4,2,1,Smartphone,2,44,2,3,2,5,5,1,9,2,5,LA,3,7,1,1,1,1,3,4,0,0,1,0,3
1868,0.23445950,462,225,155,525,335,633,423,424,241,415,361,655,124,241,324,612,2,1,34731,"Orlando-Kissimmee-Sanford, FL Metro Area",0,0,0,0,1,0,0,0,0,1,4,3,3,2,2,1,1,2,2,1,2,4,7,6,2,8,5,3,1,2,,2,,5,,,5,2,,3,,5,,3,,3,4,2,1,2,1,4/4/2021 6:21,4/4/2021 6:33,12,2,1,Desktop,2,69,4,6,1,3,1,5,10,2,6,FL,3,5,1,1,1,4,4,2,0,0,0,0,2
1869,0.68658795,124,142,414,325,152,314,222,323,443,352,265,542,631,312,122,624,1,3,95966,"Chico, CA Metro Area",1,0,0,1,0,0,1,1,0,7,1,6,3,2,2,1,1,2,2,2,1,6,4,3,1,7,2,5,8,1,,1,,,5,4,,2,,,3,,5,3,,7,7,1,2,2,1,4/5/2021 20:14,4/5/2021 20:26,10,2,1,Tablet,1,83,4,7,1,3,2,5,9,2,5,CA,4,9,1,1,1,1,3,1,0,0,0,0,1
1872,1.26016062,332,343,244,242,225,453,143,662,645,215,334,461,422,215,161,415,2,8,56482,,1,0,0,1,0,0,0,0,0,1,7,2,3,2,2,1,1,1,1,1,1,5,8,3,2,6,7,4,1,1,,5,,,3,1,,1,,1,,3,,1,,1,4,2,1,2,1,4/1/2021 13:07,4/1/2021 13:38,32,2,1,Desktop,2,79,4,7,1,2,2,5,5,1,3,MN,2,4,0,1,1,1,2,1,0,0,0,0,1
1877,0.96114382,622,321,225,224,243,521,614,165,432,224,351,331,622,131,552,232,1,6,66104,"Kansas City, MO-KS Metro Area",0,0,0,1,0,0,1,0,1,1,7,3,1,1,2,1,2,2,2,1,2,6,7,5,1,8,3,4,2,1,,1,,,4,1,,1,,,4,5,,,5,2,4,2,1,2,1,4/1/2021 11:31,4/1/2021 11:37,6,2,1,Smartphone,1,30,2,2,4,5,1,1,9,2,5,KS,2,4,1,1,1,1,4,2,0,0,0,0,1
1878,0.81899611,243,265,651,152,525,615,213,124,451,145,625,522,511,121,344,123,4,2,44720,"Canton-Massillon, OH Metro Area",0,1,0,0,0,1,0,1,0,1,7,5,1,1,2,1,2,2,2,2,2,1,4,2,8,7,3,5,6,,1,3,,4,,3,,,3,2,,,5,3,,2,2,2,1,2,1,4/3/2021 14:00,4/3/2021 14:09,9,2,1,Smartphone,1,66,4,6,1,4,1,1,13,3,7,OH,2,3,1,1,1,1,2,2,0,0,0,0,2
1880,1.55959269,622,442,441,634,344,332,161,645,364,164,144,164,532,435,542,421,1,2,7006,"New York-Newark-Jersey City, NY-NJ-PA Metro Ar",0,0,0,1,0,0,1,1,1,1,98,1,1,1,2,2,1,2,2,2,2,3,1,8,7,4,6,5,2,1,,1,,,4,2,,1,,,2,,5,,5,2,4,2,1,2,1,4/7/2021 16:42,4/7/2021 17:17,35,2,1,Smartphone,2,38,2,3,1,5,1,2,18,4,9,NJ,1,2,1,1,1,1,4,6,0,0,0,1,3
1882,1.70429738,464,542,665,515,235,364,253,622,364,413,444,351,223,454,353,463,1,3,46514,"Elkhart-Goshen, IN Metro Area",1,0,1,0,0,0,0,1,1,1,7,1,1,2,2,1,2,2,1,1,1,4,1,7,8,3,2,6,5,2,,,2,3,,3,,3,,2,,,5,,4,2,1,4,4,1,1,4/3/2021 17:00,4/3/2021 17:08,9,2,1,Smartphone,1,44,2,3,4,5,4,1,2,1,1,IN,2,3,1,1,2,4,4,2,0,0,0,0,2
1884,0.94687252,411,445,352,332,231,513,361,142,515,165,442,141,363,163,553,453,2,2,44721,"Canton-Massillon, OH Metro Area",0,0,0,0,0,1,0,1,0,6,3,5,2,1,2,2,2,1,1,2,1,2,6,1,7,8,4,5,3,2,,1,,2,,3,,,3,3,,,5,2,,3,6,1,2,2,1,4/1/2021 15:13,4/1/2021 15:31,19,2,1,Desktop,1,82,4,7,1,2,1,5,11,3,6,OH,2,3,1,1,1,1,1,2,0,0,0,0,1
1888,1.02369819,632,111,142,522,442,325,645,244,651,355,641,433,664,255,261,154,2,7,7016,"New York-Newark-Jersey City, NY-NJ-PA Metro Ar",0,1,1,0,1,1,0,1,1,1,5,1,1,2,2,2,2,2,1,2,2,7,2,4,1,5,8,3,6,,1,,1,1,,,3,,2,1,,,5,,3,3,4,2,1,2,1,4/1/2021 16:56,4/1/2021 17:21,25,2,1,Desktop,2,55,3,5,1,5,1,1,13,3,7,NJ,1,2,1,1,1,1,2,5,0,0,0,0,5
1889,2.96437537,521,315,454,132,525,322,111,653,223,154,222,314,465,535,224,552,1,9,89108,"Las Vegas-Henderson-Paradise, NV Metro Area",0,0,1,0,0,0,1,1,0,7,2,5,3,1,2,2,1,1,1,2,1,3,2,7,4,6,5,1,8,1,,,2,4,,1,,2,,,4,,5,2,,6,6,1,2,1,1,4/1/2021 11:03,4/1/2021 11:08,5,2,1,Smartphone,1,24,1,1,4,2,4,2,17,4,9,NV,4,8,1,1,1,1,4,6,0,0,0,0,1
1890,0.66327317,524,263,615,642,522,363,665,365,311,613,115,454,545,122,243,244,14,1,48224,"Detroit-Warren-Dearborn, MI Metro Area",0,1,0,1,1,0,0,0,1,2,6,1,1,2,2,2,2,1,2,1,2,5,1,8,6,4,2,7,3,,5,1,,,3,,3,4,,1,,1,,,3,2,2,2,3,2,1,4/15/2021 15:47,4/15/2021 15:52,5,2,1,Smartphone,1,20,1,1,2,3,5,1,1,1,1,MI,2,3,1,1,3,1,4,1,0,0,0,0,1
1893,0.41148350,155,452,554,241,261,243,362,445,132,131,355,135,255,662,211,342,2,8,77060,"Houston-The Woodlands-Sugar Land, TX Metro Are",1,1,0,1,0,1,1,1,0,7,1,1,3,2,1,2,1,1,2,2,2,3,6,7,4,2,5,8,1,,4,2,,,3,2,,,2,,1,,3,2,,7,7,1,2,1,1,4/14/2021 12:35,4/14/2021 12:41,6,2,1,Desktop,1,70,4,6,4,2,1,5,13,3,7,TX,3,7,1,1,1,1,2,2,0,0,0,0,2
1894,0.15600585,154,651,633,644,134,253,423,344,363,624,662,634,445,251,211,263,1,2,36109,"Montgomery, AL Metro Area",1,0,0,0,1,1,1,0,0,3,4,4,3,1,1,1,1,2,1,2,1,5,8,1,4,7,3,2,6,2,,2,,2,,,5,,3,,5,5,,3,,1,1,1,4,1,1,4/4/2021 9:55,4/4/2021 9:57,3,2,1,Smartphone,1,39,2,3,1,3,5,1,5,1,3,AL,3,6,1,1,2,3,2,6,0,0,0,2,6
1896,0.71846328,255,414,365,131,121,661,554,651,364,163,434,565,352,622,151,234,2,6,92688,"Los Angeles-Long Beach-Anaheim, CA Metro Area",0,0,0,1,1,1,1,0,0,1,6,1,1,2,2,1,2,1,1,2,2,4,5,3,8,1,2,7,6,1,,2,,,3,,4,,2,,2,3,,3,,2,2,2,1,2,1,4/1/2021 9:43,4/1/2021 10:02,19,2,1,Desktop,2,69,4,6,1,4,1,5,18,4,9,CA,4,9,1,1,1,1,4,3,0,0,0,0,3
1909,0.74030944,115,444,655,355,615,245,325,133,261,221,251,264,653,544,333,613,11,1,8015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Me",1,1,0,0,0,0,1,1,0,1,7,4,3,1,2,2,1,2,1,2,2,6,3,1,2,7,4,5,8,,3,1,,4,,1,,1,,,3,,5,2,,2,2,2,1,2,1,4/1/2021 13:06,4/1/2021 13:11,5,2,1,Smartphone,2,36,2,3,2,4,5,1,6,1,3,NJ,1,2,1,0,2,3,4,2,0,0,0,0,1
1915,3.57115496,455,264,363,135,133,321,314,415,124,461,162,333,243,122,244,351,11,1,25247,"Point Pleasant, WV-OH Micro Area",0,1,0,0,1,0,0,0,0,5,4,5,3,2,2,2,98,1,98,2,1,4,2,7,6,1,3,5,8,,3,1,,3,,,5,1,,1,,5,,4,,5,2,3,2,2,1,4/12/2021 20:28,4/12/2021 20:34,5,2,1,Smartphone,1,41,2,3,1,2,1,1,8,2,4,WV,3,5,0,1,1,1,2,6,0,0,1,3,3
1925,0.31526107,635,425,643,523,113,124,322,464,465,645,132,435,123,243,521,262,11,3,44403,"Youngstown-Warren-Boardman, OH-PA Metro Area",0,0,0,0,1,1,0,0,1,1,3,3,1,2,2,2,1,2,1,1,1,2,6,5,4,3,7,1,8,1,,1,,2,,,3,,1,1,,4,,,5,3,1,2,1,2,1,4/1/2021 13:20,4/1/2021 13:34,7,2,1,Smartphone,2,31,2,2,1,4,1,1,12,3,7,OH,2,3,1,1,1,1,4,2,0,0,0,0,2
1928,0.85982794,325,241,142,545,644,615,342,663,542,232,455,151,212,254,251,211,12,3,92307,"Riverside-San Bernardino-Ontario, CA Metro Are",0,0,1,0,0,1,0,0,0,6,1,5,1,1,1,2,1,2,2,1,2,1,5,8,3,6,4,2,7,1,,,1,4,,1,,,3,2,,4,,4,,7,7,1,4,1,1,4/3/2021 10:37,4/3/2021 10:56,18,2,1,Smartphone,2,32,2,2,4,4,6,1,10,2,6,CA,4,9,1,1,1,1,4,2,0,0,0,0,2
1929,1.40396591,632,315,221,314,315,622,635,332,221,363,232,541,235,462,564,424,1,8,65757,"Springfield, MO Metro Area",1,1,0,1,0,0,1,0,0,4,4,4,1,1,1,2,98,1,98,98,98,4,2,3,7,6,1,5,8,,4,2,,,2,2,,2,,,4,4,,3,,6,6,98,2,98,1,4/1/2021 23:00,4/1/2021 23:06,7,2,1,Smartphone,1,41,2,3,1,4,1,1,11,3,6,MO,2,4,1,1,1,1,4,5,0,0,0,0,2
1931,3.71891541,434,265,451,433,662,653,421,352,335,431,235,343,365,463,425,615,12,1,32216,"Jacksonville, FL Metro Area",0,0,0,1,1,0,1,0,0,5,4,4,1,2,1,1,2,98,98,98,98,6,7,4,3,2,1,5,8,98,,2,,,3,,98,98,,,4,98,,3,,5,8,4,98,2,1,4/2/2021 12:14,4/2/2021 12:19,5,2,1,Smartphone,1,47,3,4,1,1,5,7,5,1,3,FL,3,5,1,1,2,3,2,3,0,0,0,0,3
1932,0.29769466,514,335,553,241,214,322,123,625,445,552,635,444,632,535,615,363,2,2,19804,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Me",0,0,1,0,0,0,0,1,0,1,7,1,3,1,2,2,1,2,1,1,1,2,6,5,1,3,8,4,7,1,,,2,3,,1,,1,,3,,,5,4,,1,2,2,1,2,1,4/4/2021 18:44,4/4/2021 18:52,9,2,1,Smartphone,2,58,3,5,1,3,3,1,9,2,5,DE,3,5,1,1,2,2,4,2,0,0,0,0,2
