StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,message1,message2,message3,AttentionCheck1,message4,Message5,Message6,regulations,GlobalWarming,TrumpHigh,AttentionCheck2,TrumpLow,BidenLow,ExxonHigh,ExxonLow,BidenHigh,MSCHigh,MSCLow,SierraHigh,SierraLow,colgateHigh,ColgateLow,patagoniaHigh,PatagoniaLow,powerthefutureHigh,PowerTheFutureLow,TrumpTemp,BidenTemp,comment,political_affiliat,political_affiliat_4_TEXT,polparty,age,gender,gender_3_TEXT,state_1,EndComments,Random ID,Create New Field or Choose From Dropdown...
7/28/2022 8:26,7/28/2022 8:39,IP Address,162.142.38.26,100,780,TRUE,7/28/2022 8:39,R_pgFDI16O0Nf0QN3,,,,,40.387,-105.0938,anonymous,EN,Very political,Somewhat political,Somewhat political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,Slightly political,Extremely political,,Somewhat political,,,,Not at all political,,Slightly political,,Not at all political,Very political,,Extremely political,Very  political,0,7,nothing,Strong Democrat,,,35 to 44 years old,Female,,Colorado,,18353,
7/28/2022 8:32,7/28/2022 8:40,IP Address,108.26.144.246,100,442,TRUE,7/28/2022 8:40,R_25SnJbzkhKj0d7h,,,,,42.1506,-71.4268,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Somewhat political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,,Very political,Very political,,,Extremely political,,,,,Not at all political,Extremely political,Not at all political,,Extremely political,0,8,I did not notice anything unusual. ,Weak Democrat,,,55 to 64 years old,Female,,Massachusetts,,48445,
7/28/2022 8:34,7/28/2022 8:44,IP Address,68.72.209.253,100,585,TRUE,7/28/2022 8:44,R_1dElNQPkmxkufNe,,,,,33.1062,-117.2947,anonymous,EN,Very political,Extremely political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,3,Equally by human activity and natural causes,,,Somewhat political,Extremely political,Somewhat political,Slightly political,Very political,Somewhat political,,,,Not at all political,,Very political,,,Somewhat political,1,0,They seemed slightly outdated?,Independent,,,25 to 34 years old,Male,,California,,25394,
7/28/2022 8:38,7/28/2022 8:45,IP Address,98.22.206.233,100,425,TRUE,7/28/2022 8:45,R_2Ua7i3SkfKdkatn,,,,,38.0052,-84.423,anonymous,EN,Very political,Extremely political,Not at all political,Slightly Political,Somewhat political,Extremely political,Very political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Extremely political,,,Slightly political,,,,Extremely political,Not at all political,,,Extremely political,,Extremely political,Somewhat political,7,2,"All the ads had to do with with climate change, plus all the adds had to do with energy that we use every day ",Weak Democrat,,,55 to 64 years old,Female,,Kentucky,great study ,99803,
7/28/2022 8:37,7/28/2022 8:46,IP Address,75.90.67.94,100,588,TRUE,7/28/2022 8:46,R_3RgrS6sThWckLrj,,,,,31.411,-95.9872,anonymous,EN,Extremely political,Very political,Somewhat political,Slightly Political,Somewhat political,Somewhat political,Slightly political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,Extremely political,Extremely political,Somewhat political,,Extremely political,Slightly political,Not at all political,Extremely political,,,,,Not at all political,,,0,8,No I did not notice anything unusual.,Strong Democrat,,,35 to 44 years old,Female,,Texas,,41162,
7/28/2022 8:47,7/28/2022 8:53,IP Address,70.92.101.12,100,374,TRUE,7/28/2022 8:53,R_rj9q1b3HUKi9Wgx,,,,,37.825,-87.5655,anonymous,EN,Extremely political,Very political,Very political,Slightly Political,Somewhat political,Slightly political,Not at all political,2,Equally by human activity and natural causes,Extremely political,Slightly political,,Very political,,Not at all political,,,Very political,,Slightly political,Somewhat political,,Not at all political,,,Somewhat political,9,0,no,Strong Republican,,Republican Party,55 to 64 years old,Female,,Kentucky,,19839,
7/28/2022 8:45,7/28/2022 8:53,IP Address,24.185.179.250,100,488,TRUE,7/28/2022 8:53,R_3iVyDDUKkk361X2,,,,,41.2301,-74.5963,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,2,Mostly by human activity,,Slightly political,Extremely political,Extremely political,Somewhat political,Slightly political,Very political,,Not at all political,,Not at all political,,Not at all political,,,,,0,6,I don't think so.,Weak Democrat,,,35 to 44 years old,Male,,New Jersey,Well done.,75092,
7/28/2022 8:41,7/28/2022 8:54,IP Address,47.225.151.230,100,782,TRUE,7/28/2022 8:54,R_RJKiyfQsimnOLBL,,,,,42.4544,-85.5994,anonymous,EN,Slightly political,Extremely political,Not at all political,Slightly Political,Not at all political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Very political,,Extremely political,,,Very political,Not at all political,Not at all political,,,Not at all political,,Extremely political,,Extremely political,,3,3,No! But now I'm curious. What's unusual???,Other:,FORWARD,Democratic Party,55 to 64 years old,Female,,Michigan,"Interesting, all the questions were very clear.",87719,
7/28/2022 8:54,7/28/2022 8:58,IP Address,73.22.220.25,100,238,TRUE,7/28/2022 8:58,R_1FzVa0r1QG2bH7r,,,,,42.0754,-87.8222,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Very political,Somewhat political,Not at all political,2,Mostly by human activity,,Slightly political,,,Very political,Somewhat political,Extremely political,Very political,,Extremely political,,Not at all political,,,Not at all political,,Extremely political,1,3,Not that I can recall. ,Independent,,,25 to 34 years old,Male,,Illinois,,76619,
7/28/2022 8:58,7/28/2022 9:03,IP Address,192.180.245.196,100,292,TRUE,7/28/2022 9:03,R_25YFjHbjnVzahpQ,,,,,39.9418,-83.8357,anonymous,EN,Somewhat political,Somewhat political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,Very political,Extremely political,,,Slightly political,,Somewhat political,Not at all political,Extremely political,,Not at all political,,,Not at all political,Very  political,,0,4,No,Weak Democrat,,,35 to 44 years old,Male,,Ohio,,93554,
7/28/2022 8:59,7/28/2022 9:03,IP Address,73.187.8.91,100,279,TRUE,7/28/2022 9:03,R_1dvkCxfNKm2X98r,,,,,40.009,-76.3631,anonymous,EN,Somewhat political,Somewhat political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,3,Mostly by human activity,Extremely political,,Slightly political,,,Not at all political,,Slightly political,Not at all political,Very political,Not at all political,,Not at all political,,,,Slightly political,0,2,I noticed one was just a red square rather than a real image but nothing too unusual.,Weak Democrat,,,35 to 44 years old,Male,,Pennsylvania,,85362,
7/28/2022 9:00,7/28/2022 9:04,IP Address,147.92.28.189,100,269,TRUE,7/28/2022 9:04,R_26au6nK8vApp216,,,,,36.5217,-86.3171,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Very political,Somewhat political,Somewhat political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,,Extremely political,,Somewhat political,Extremely political,Somewhat political,,Extremely political,Somewhat political,,,Extremely political,,,Very  political,0,5,No.,Independent,,,35 to 44 years old,Female,,Tennessee,Thanks!,75071,
7/28/2022 8:57,7/28/2022 9:04,IP Address,98.113.200.5,100,428,TRUE,7/28/2022 9:04,R_3JKq5xSCUfj78rm,,,,,40.7856,-73.193,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Slightly political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Somewhat political,,Somewhat political,,Very political,,,,,Slightly political,Not at all political,Very political,,,Very  political,0,1,One of the ads had a blank red square and no image.,Strong Democrat,,,35 to 44 years old,Female,,New York,Thank you!,53670,
7/28/2022 9:00,7/28/2022 9:05,IP Address,99.113.207.100,100,269,TRUE,7/28/2022 9:05,R_3kwjxbl3uEcLmtO,,,,,35.3706,-81.9781,anonymous,EN,Somewhat political,Very political,Slightly political,Slightly Political,Very political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,,Somewhat political,,Slightly political,,Very political,,,,Slightly political,Not at all political,Not at all political,Very political,Not at all political,,,0,5,Not really. ,Weak Democrat,,,35 to 44 years old,Male,,North Carolina,,38138,
7/28/2022 8:57,7/28/2022 9:05,IP Address,73.250.52.100,100,437,TRUE,7/28/2022 9:05,R_2AGXLkJLLkAyhZg,,,,,38.9187,-75.4291,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Slightly political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,Slightly political,Somewhat political,Somewhat political,,,,,,Very political,,,Not at all political,Very political,Not at all political,Extremely political,,2,6,No.,Weak Democrat,,,35 to 44 years old,Female,,Delaware,,95998,
7/28/2022 9:00,7/28/2022 9:05,IP Address,71.194.212.51,100,278,TRUE,7/28/2022 9:05,R_vpNb2uHb4mIAjwl,,,,,41.5271,-87.2533,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Somewhat political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,,Not at all political,,Slightly political,,,Slightly political,Not at all political,,Slightly political,Not at all political,,Very political,Not at all political,Very  political,,1,9,"Nothing unusual, no.",Weak Democrat,,,35 to 44 years old,Male,,Indiana,Thanks a lot!,11072,
7/28/2022 9:09,7/28/2022 9:15,IP Address,104.162.244.148,100,323,TRUE,7/28/2022 9:15,R_237UxqjzB2O7aGB,,,,,40.6915,-73.8533,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Very political,Slightly political,Not at all political,2,Mostly by human activity,,Slightly political,,,Very political,,Extremely political,,Not at all political,Extremely political,,Slightly political,Not at all political,,,Extremely political,Very  political,3,6,Leaning more on the side of fracking and keystone pipeline,Weak Democrat,,,35 to 44 years old,Female,,North Carolina,,43815,
7/28/2022 9:09,7/28/2022 9:16,IP Address,69.180.123.242,100,431,TRUE,7/28/2022 9:16,R_3Q1XC3M1x2lyE8N,,,,,26.2681,-80.2092,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Very political,Not at all political,Not at all political,3,Mostly by human activity,,Extremely political,Extremely political,Extremely political,Very political,,,Somewhat political,,,,Not at all political,,,Not at all political,Extremely political,Very  political,0,5,"No, everything appeared normal. ",Weak Republican,,,55 to 64 years old,Female,,Florida,,81144,
7/28/2022 9:12,7/28/2022 9:17,IP Address,73.51.12.14,100,265,TRUE,7/28/2022 9:17,R_1dlUNJ6Ph7lzjYT,,,,,40.5093,-88.9844,anonymous,EN,Somewhat political,Extremely political,Somewhat political,Slightly Political,Extremely political,Slightly political,Not at all political,4,Mostly by natural causes,Extremely political,,,Extremely political,,Somewhat political,,Slightly political,Not at all political,,Extremely political,,Not at all political,Extremely political,,,Extremely political,0,0,The picture of the girl going extinct looked like it was made with a computer and wasn't a real person.,Independent,,,45 to 54 years old,Female,,California,92198,92198,
7/28/2022 9:13,7/28/2022 9:21,IP Address,172.58.87.25,100,493,TRUE,7/28/2022 9:21,R_SN38ZbzGUyTcTMR,,,,,45.0228,-93.3012,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Somewhat political,Somewhat political,3,Mostly by human activity,Very political,Slightly political,,,,Very political,Very political,,,Very political,Extremely political,Very political,,Very political,,,Somewhat political,9,4,No,Weak Republican,,,55 to 64 years old,Female,,District of Columbia,,59351,
7/28/2022 9:11,7/28/2022 9:21,IP Address,173.88.8.208,100,625,TRUE,7/28/2022 9:21,R_1HertMhU9FwxzEx,,,,,40.7416,-84.1522,anonymous,EN,Very political,Somewhat political,Not at all political,Slightly Political,Not at all political,Not at all political,Not at all political,6,Equally by human activity and natural causes,Very political,,Somewhat political,,Not at all political,,Extremely political,Not at all political,,Extremely political,,,Not at all political,,,Somewhat political,Not at all political,0,6,"No, I did not notice anything unusual about the ads. ",Weak Republican,,,55 to 64 years old,Female,,Ohio,,52956,
7/28/2022 9:11,7/28/2022 9:22,IP Address,73.66.2.36,100,659,TRUE,7/28/2022 9:22,R_2Bu6ihzv9ULlOTW,,,,,38.0296,-121.346,anonymous,EN,Somewhat political,Very political,Not at all political,Slightly Political,Slightly political,Not at all political,Not at all political,4,Mostly by human activity,,,,Extremely political,Somewhat political,,Very political,Slightly political,,Very political,Not at all political,,Not at all political,Somewhat political,,Very  political,,0,6,"no, I did not",Weak Democrat,,,45 to 54 years old,Male,,California,"none, thank you",23605,
7/28/2022 9:16,7/28/2022 9:24,IP Address,73.95.95.118,100,449,TRUE,7/28/2022 9:24,R_1EY7m86Z8ngz5sh,,,,,39.6904,-105.0987,anonymous,EN,Somewhat political,Very political,Slightly political,Slightly Political,Very political,Not at all political,Not at all political,7. No regulation because it will not work and will cost jobs,Mostly by natural causes,Extremely political,Slightly political,,Extremely political,Slightly political,,,Very political,,Very political,,,,Very political,Somewhat political,,Somewhat political,1,0,no,Independent,,,55 to 64 years old,Female,,Colorado,,77789,
7/28/2022 9:21,7/28/2022 9:26,IP Address,73.159.127.221,100,261,TRUE,7/28/2022 9:26,R_3OrxiOVpgJJI8Jf,,,,,41.9137,-70.6393,anonymous,EN,Very political,Extremely political,Extremely political,Slightly Political,Very political,Not at all political,Not at all political,3,Equally by human activity and natural causes,Extremely political,Extremely political,Slightly political,Not at all political,,,Extremely political,Slightly political,,Extremely political,,Not at all political,,,Not at all political,,,0,0,No,Weak Democrat,,,35 to 44 years old,Female,,Massachusetts,,27926,
7/28/2022 9:21,7/28/2022 9:26,IP Address,96.249.154.38,100,325,TRUE,7/28/2022 9:26,R_3feiAIKJiVNCp07,,,,,40.275,-76.8039,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Very political,Slightly political,Slightly political,5,Mostly by human activity,Extremely political,Slightly political,,Extremely political,Somewhat political,Somewhat political,Extremely political,Extremely political,,Extremely political,,,,,Not at all political,,,5,1,No,Weak Republican,,,25 to 34 years old,Male,,Pennsylvania,,80830,
7/28/2022 9:23,7/28/2022 9:28,IP Address,154.21.20.6,100,246,TRUE,7/28/2022 9:28,R_8qAbDoPrxUWGzER,,,,,47.3066,-122.2619,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Somewhat political,Not at all political,Not at all political,4,Mostly by human activity,,Slightly political,Very political,Very political,Somewhat political,,Extremely political,Somewhat political,Not at all political,,,,Not at all political,,Not at all political,,,3,5,no,Independent,,,35 to 44 years old,Male,,Massachusetts,,26372,
7/28/2022 9:17,7/28/2022 9:31,IP Address,76.205.164.120,100,854,TRUE,7/28/2022 9:31,R_1gLKvGbrZPzA5oW,,,,,29.224,-94.9646,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Somewhat political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Equally by human activity and natural causes,,Extremely political,Extremely political,,Somewhat political,Somewhat political,,,,Extremely political,Slightly political,Not at all political,Not at all political,Somewhat political,,,,0,3,"No, not really.",Independent,,,75 or older,Female,,Texas,none,62693,
7/28/2022 9:19,7/28/2022 9:34,IP Address,69.131.228.225,100,927,TRUE,7/28/2022 9:34,R_231pKDlqSm8CKYS,,,,,46.575,-122.7077,anonymous,EN,Somewhat political,Somewhat political,Not at all political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Slightly political,,,,,Not at all political,,,Not at all political,Not at all political,,Slightly political,Not at all political,,Slightly political,0,10,none,Strong Democrat,,,65 to 74 years old,Female,,Washington,none,53364,
7/28/2022 9:27,7/28/2022 9:38,IP Address,76.27.229.12,100,649,TRUE,7/28/2022 9:38,R_2uqefNzywN3HT0j,,,,,44.5928,-123.2746,anonymous,EN,Very political,Very political,Very political,Slightly Political,Slightly political,Slightly political,Not at all political,2,Mostly by human activity,,Slightly political,,Slightly political,,,Somewhat political,Somewhat political,Slightly political,,Somewhat political,Not at all political,Not at all political,,,,Very  political,0,8,"No, not in particular. I noticed that some of the texts look altered, perhaps for this test. They seemed main stream, in style. ",Strong Democrat,,,45 to 54 years old,Female,,Oregon,Thank you for your work. I appreciate the environmental topic. Best! ,88034,
7/28/2022 9:32,7/28/2022 9:38,IP Address,67.9.131.61,100,335,TRUE,7/28/2022 9:38,R_2wsr3mdPrDtlKZt,,,,,27.7889,-82.7192,anonymous,EN,Very political,Very political,Somewhat political,Slightly Political,Very political,Somewhat political,Not at all political,4,Equally by human activity and natural causes,Extremely political,Slightly political,Extremely political,,Somewhat political,Not at all political,,,Not at all political,,,,Not at all political,Extremely political,,,Somewhat political,0,4,no,Strong Democrat,,,35 to 44 years old,Female,,Florida,,95631,
7/28/2022 9:39,7/28/2022 9:44,IP Address,198.207.210.134,100,271,TRUE,7/28/2022 9:44,R_RV4Se14P8bVnAB3,,,,,39.7769,-94.1002,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Very political,Slightly political,Not at all political,3,Mostly by human activity,Extremely political,,,,Somewhat political,,Extremely political,Very political,,,,Slightly political,Not at all political,,Not at all political,Extremely political,Somewhat political,8,0,no,Strong Republican,,Republican Party,35 to 44 years old,Female,,Missouri,,67766,
7/28/2022 9:41,7/28/2022 9:47,IP Address,24.229.165.136,100,333,TRUE,7/28/2022 9:47,R_31TaJ2lz1jIvYvS,,,,,40.6027,-75.4778,anonymous,EN,Very political,Extremely political,Not at all political,Slightly Political,Not at all political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,,,Not at all political,Not at all political,,,Not at all political,Extremely political,Not at all political,,Not at all political,Very political,Not at all political,,,0,8,no,Strong Democrat,,,55 to 64 years old,Female,,Pennsylvania,,20246,
7/28/2022 9:44,7/28/2022 9:48,IP Address,172.56.16.184,100,255,TRUE,7/28/2022 9:48,R_5mpOYFVhPOrFjjP,,,,,34.024,-118.1965,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Somewhat political,Not at all political,2,Mostly by human activity,,,,Very political,Very political,Slightly political,Very political,,Not at all political,,,,Not at all political,Very political,,Extremely political,Very  political,0,9,No.,Strong Democrat,,,45 to 54 years old,Male,,California,,85328,
7/28/2022 9:47,7/28/2022 9:50,IP Address,108.225.41.224,100,193,TRUE,7/28/2022 9:50,R_3CH22IMdQU9JChf,,,,,34.6196,-98.4543,anonymous,EN,Extremely political,Extremely political,Not at all political,Slightly Political,Somewhat political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Equally by human activity and natural causes,,Extremely political,,,,Not at all political,,,,Extremely political,Not at all political,,Not at all political,Extremely political,Not at all political,Extremely political,Not at all political,6,0,no,Weak Republican,,,55 to 64 years old,Female,,Oklahoma,,99232,
7/28/2022 9:46,7/28/2022 9:51,IP Address,141.126.132.106,100,306,TRUE,7/28/2022 9:51,R_3GxGtmB9y3rE50E,,,,,43.1205,-89.3523,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Somewhat political,Somewhat political,Somewhat political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Extremely political,Extremely political,,Extremely political,,Somewhat political,Very political,,Extremely political,,,,Slightly political,,,0,7,no,Strong Democrat,,,55 to 64 years old,Male,,Wisconsin,none,74806,
7/28/2022 9:57,7/28/2022 10:03,IP Address,35.142.58.155,100,339,TRUE,7/28/2022 10:03,R_3G7crKaI8dLyvY8,,,,,28.0331,-81.9391,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Not at all political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,,,,,,Slightly political,,Extremely political,,Not at all political,,Somewhat political,Not at all political,Extremely political,Somewhat political,0,3,No,Strong Democrat,,,35 to 44 years old,Female,,Florida,,62516,
7/28/2022 10:02,7/28/2022 10:05,IP Address,66.153.138.159,100,196,TRUE,7/28/2022 10:05,R_3jSsGrPG6nshJCF,,,,,33.7196,-78.9754,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Extremely political,Slightly political,Somewhat political,3,Equally by human activity and natural causes,,,,Extremely political,Somewhat political,,Extremely political,,,Extremely political,Extremely political,Not at all political,Not at all political,,,Extremely political,Somewhat political,3,4,no,Independent,,,25 to 34 years old,Female,,South Carolina,,42655,
7/28/2022 10:02,7/28/2022 10:06,IP Address,76.187.65.25,100,278,TRUE,7/28/2022 10:06,R_1GVus05cl9HYG7z,,,,,33.1494,-96.828,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Very political,Somewhat political,Somewhat political,3,Mostly by human activity,,,,Extremely political,,Very political,Extremely political,Slightly political,,,Somewhat political,Slightly political,Not at all political,,,Extremely political,Extremely political,0,4,no,Strong Democrat,,,35 to 44 years old,Male,,Texas,,67011,
7/28/2022 10:07,7/28/2022 10:14,IP Address,47.46.42.84,100,377,TRUE,7/28/2022 10:14,R_27jsaJE91gfocGN,,,,,44.4455,-83.3581,anonymous,EN,Very political,Very political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Not at all political,2,Mostly by human activity,Extremely political,Slightly political,,Slightly political,,,Extremely political,Somewhat political,,,,,Not at all political,Very political,,Extremely political,Very  political,0,5,The one ad about mouth hygiene products was just a red square. ,Strong Democrat,,,25 to 34 years old,Male,,Michigan,,38677,
7/28/2022 10:14,7/28/2022 10:18,IP Address,24.6.106.56,100,198,TRUE,7/28/2022 10:18,R_300raZ0RfsXNuCr,,,,,37.5281,-121.9732,anonymous,EN,Very political,Very political,Very political,Slightly Political,Somewhat political,Somewhat political,Slightly political,2,Mostly by human activity,,Slightly political,,Somewhat political,Very political,,Extremely political,,Not at all political,Somewhat political,,Slightly political,,,,Very  political,Very  political,1,6,no,Weak Democrat,,,25 to 34 years old,Male,,California,,25334,
7/28/2022 10:09,7/28/2022 10:18,IP Address,174.23.17.178,100,502,TRUE,7/28/2022 10:18,R_20Sbv6FLzbMnMe0,,,,,40.6487,-111.9682,anonymous,EN,Somewhat political,Extremely political,Not at all political,Slightly Political,Very political,Not at all political,Not at all political,5,Mostly by natural causes,Extremely political,,,Slightly political,Somewhat political,Slightly political,Extremely political,Somewhat political,,,Slightly political,,Not at all political,,,,Somewhat political,8,0,"The tooth whitening ad only had a red screen, no pictures.",Weak Republican,,,35 to 44 years old,Female,,Utah,,52842,
7/28/2022 10:15,7/28/2022 10:19,IP Address,71.196.224.73,100,239,TRUE,7/28/2022 10:19,R_Wv8Rze3C3OEAD4d,,,,,39.8147,-105.1168,anonymous,EN,Slightly political,Extremely political,Not at all political,Slightly Political,Somewhat political,Not at all political,Not at all political,2,Equally by human activity and natural causes,Extremely political,Slightly political,Extremely political,Very political,,,,Very political,,Extremely political,,Not at all political,Not at all political,Extremely political,,,,0,0,no,Strong Republican,,Republican Party,55 to 64 years old,Female,,Colorado,,41277,
7/28/2022 10:16,7/28/2022 10:21,IP Address,173.94.196.141,100,309,TRUE,7/28/2022 10:21,R_bKoTCDACVl3qdu9,,,,,36.3402,-79.6622,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Slightly political,Slightly political,4,Equally by human activity and natural causes,Extremely political,,,,,Slightly political,Extremely political,,Not at all political,,,Not at all political,,Extremely political,Not at all political,Extremely political,Somewhat political,3,2,no ,Strong Republican,,Republican Party,35 to 44 years old,Male,,North Carolina,,96810,
7/28/2022 10:14,7/28/2022 10:24,IP Address,24.11.144.82,100,587,TRUE,7/28/2022 10:24,R_3MS8aVwQynWH0D2,,,,,32.4154,-110.9809,anonymous,EN,Somewhat political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Somewhat political,Not at all political,1. Regulate business to protect the environment and create jobs,Equally by human activity and natural causes,Extremely political,,Extremely political,Very political,,Slightly political,Very political,,,,Not at all political,Not at all political,,,Not at all political,Extremely political,,0,10,"Distateful, like everything Trump does, a coloring book ??????",Strong Democrat,,,55 to 64 years old,Female,,Arizona,,95654,
7/28/2022 10:29,7/28/2022 10:35,IP Address,23.29.39.195,100,358,TRUE,7/28/2022 10:35,R_2bQA1tCAlaLqRjg,,,,,38.8939,-94.7067,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Very political,Slightly political,Slightly political,4,Equally by human activity and natural causes,Extremely political,Slightly political,Extremely political,,,,Extremely political,Somewhat political,,,Extremely political,Slightly political,Not at all political,,Slightly political,,,3,0,No,Weak Republican,,,45 to 54 years old,Female,,Kansas,,58161,
7/28/2022 10:28,7/28/2022 10:36,IP Address,12.7.216.194,100,449,TRUE,7/28/2022 10:36,R_u379j9wVMVSAvi9,,,,,42.0382,-88.262,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Somewhat political,Slightly political,Slightly political,3,Mostly by human activity,,,Extremely political,Extremely political,,,,,Not at all political,,,Slightly political,Not at all political,Very political,Not at all political,Very  political,Very  political,0,6,no,Weak Democrat,,,35 to 44 years old,Male,,Illinois,,83897,
7/21/2022 10:41,7/21/2022 10:41,IP Address,74.64.150.218,3,7,FALSE,7/28/2022 10:41,R_rey0eoCjTG4aUrD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2022 10:37,7/28/2022 10:42,IP Address,155.186.98.219,100,350,TRUE,7/28/2022 10:42,R_1rCZtaAMca6Xohi,,,,,34.2423,-117.2748,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Slightly political,Very political,Slightly political,2,Mostly by human activity,Extremely political,,,Slightly political,,,Extremely political,Somewhat political,Not at all political,Slightly political,,,,Very political,,Extremely political,Somewhat political,0,8,No I didn't.,Strong Democrat,,,25 to 34 years old,Female,,California,,86790,
7/28/2022 10:41,7/28/2022 10:45,IP Address,159.250.46.49,100,217,TRUE,7/28/2022 10:45,R_1eqpQHCM3ApeXvz,,,,,40.1588,-79.8122,anonymous,EN,Somewhat political,Extremely political,Extremely political,Slightly Political,Extremely political,Very political,Very political,2,Mostly by human activity,Extremely political,Slightly political,Extremely political,,,,,Somewhat political,,Extremely political,Extremely political,Very political,,,Very political,Extremely political,,0,0,no,Other:,never voted nver willl,Republican Party,55 to 64 years old,Male,,Pennsylvania,,74218,
7/28/2022 10:20,7/28/2022 10:46,IP Address,68.32.232.238,100,1563,TRUE,7/28/2022 10:46,R_2qeeCUGRqaH6w9Z,,,,,36.6912,-82.0186,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Very political,Not at all political,Not at all political,6,Mostly by natural causes,,Slightly political,Extremely political,Extremely political,Slightly political,,Extremely political,Somewhat political,,,,,Not at all political,Extremely political,,Extremely political,,7,0,I noticed that the Optic White Pen ad was just a red square and no product was presented.,Independent,,,25 to 34 years old,Male,,Virginia,The questions and images were clear.  I experienced no problems with the study.,26467,
7/28/2022 10:48,7/28/2022 10:52,IP Address,97.127.5.158,100,275,TRUE,7/28/2022 10:52,R_1FIAR2kM3zVv25L,,,,,44.9121,-93.1717,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Very political,Slightly political,Slightly political,5,Mostly by natural causes,Extremely political,,Extremely political,,,Somewhat political,,,Not at all political,Extremely political,Somewhat political,,Not at all political,Extremely political,,,Very  political,3,1,"The only slightly unusual thing I noticed, in one of the non-political ads, was that the space where an image would normally be was instead simply filled by a large red square.",Independent,,,35 to 44 years old,Male,,Minnesota,,99384,
7/28/2022 10:47,7/28/2022 10:54,IP Address,24.38.255.173,100,429,TRUE,7/28/2022 10:54,R_720FvmVkoTxeR3P,,,,,40.6462,-73.9559,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Not at all political,3,Mostly by natural causes,Extremely political,,,Extremely political,Somewhat political,,,Extremely political,,Extremely political,Not at all political,,Not at all political,Very political,,,Somewhat political,5,1,"Not really, usual ads that are around in the current day.",Independent,,,35 to 44 years old,Male,,New York,Thank you!,83327,
