CaseId,WEIGHT,P_SPLIT,P_IMAGE1A,P_IMAGE1B,P_IMAGE2A,P_IMAGE2B,P_IMAGE3A,P_IMAGE3B,P_IMAGE4A,P_IMAGE4B,P_IMAGE5A,P_IMAGE5B,P_IMAGE6A,P_IMAGE6B,P_PARTYID7,P_IDEO,P_RELIG,P_ATTEND,P_ZIPCODE,P_CBSA,RND_00,RND_01,RND_02,RND_03,RND_04,RND_05,RND_06,RND_07,RND_08,POLMATTERSS4,PA_ORDER1,PA_ORDER2,PA_ORDER3,PA_ORDER4,PA_ORDER5,PA_ORDER6,PA_ORDER7,PA_ORDER8,PA_ORDER1S4,PA_ORDER2S4,PA_RLAW1S4,PA_RLAW2S4,PA_ORDER3S4,PA_RLAW4S4F,PA_RLAW7S4G,PA_RLAW8S4,SCAWARES4,FREES4,MEFREE1S4,MEFREE2S4,SCJOBS4,NOLOOKUPS4,SCELECTS4,SCELECTS4_TOTALTIME,SCLIFES4,SCLIFES4_TOTALTIME,SCJRS4,SCJRS4_TOTALTIME,SCAPPEALS4,SCAPPEALS4_TOTALTIME,SCFINALS4,SCFINALS4_TOTALTIME,SCLIB1S4,SCLIB2S4,SCLIB3S4,CTCHANGES4,ALLOW1S4,ALLOW2S4,ALLOW3S4,SCSUP1_3ORDER1,SCSUP1_3ORDER2,SCSUP1S4,SCSUP2S4,GPBS4_ORDER1,GPBS4_ORDER2,GPBS4_ORDER3,GPBS4_ORDER4,GPBS4_ORDER5,GPBS4_ORDER6,GPBS4_ORDER7,GPBS4_ORDER8,GPBS4_ORDER9,GPBS4_ORDER10,GPBS4_ORDER11,GPBS4_ORDER12,GPBS4_ORDER13,GPBS4_ORDER14,GP1BS4,GP2BS4,GP3BS4,GP4BS4,GP5BS4,GP6BS4,GP7BS4,GP8BS4,GP9BS4,GP10BS4,GP11BS4,GP12BS4,GP13BS4,GP14BS4,AOTHBS4,AOTHERB1S4,AOTHERB2S4,DOV_GPB1_1,DOV_GPB1_2,DOV_GPB1_3,HIGHGP1S4,HIGHGP2S4,HIGHGP3S4,DOV_GPB2_1,DOV_GPB2_2,DOV_GPB2_3,DOV_GPB2_4,DOV_GPB2_5,DOV_GPB2_6,DOV_GPB2_7,DOV_GPB2_8,DOV_GPB2_9,DOV_GPB2_10,DOV_GPB2_11,DOV_GPB2_12,DOV_GPB2_13,DISGROUP1S4,DISGROUP2S4,DISGROUP3S4,DISGROUP4S4,DISGROUP5S4,DISGROUP6S4,DISGROUP7S4,DISGROUP8S4,DISGROUP9S4,DISGROUP10S4,DISGROUP11S4,DISGROUP12S4,DISGROUP13S4,DOV_LLIKE1,DOV_LLIKE3,DOV_LLIKE1_2,DOV_LLIKE3_2,DOV_LLIKE1_3,DOV_LLIKE3_3,DOV_LLIKE1_4,DOV_LLIKE3_4,DOV_LLIKE1_5,DOV_LLIKE3_5,LL1SPCHS4,LL1BANS4,LL1DEMS4,LL3SPCHS4,LL3BANS4,LL3DEMS4,OPIOIDS4,CURB_ORDER1,CURB_ORDER2,CURB_ORDER3,CURB_ORDER4,CURB_ORDER5,CURB1S4,CURB2S4,CURB3S4,CURB4S4,CURB5S4,LL1DANGSS4,LL1VIOLENTS4,LL1PPOWS4,LL1AFFS4,LL1ANGERS4,LL1PROCS4,LL1POWS4,LL1HATES4,LL1FREES4,LL1SECURES4,LL1UNAMS4,LL1AFRAIDS4,LL1IDEOLOGYS4,LL1KNOWS4,CONTACTXS4,LL3DANGSS4,LL3VIOLENTS4,LL3PPOWS4,LL3AFFS4,LL3ANGERS4,LL3PROCS4,LL3POWS4,LL3HATES4,LL3FREES4,LL3SECURES4,LL3UNAMS4,LL3AFRAIDS4,LL3IDEOLOGYS4,LL3KNOWS4,CONTACTYS4,SCSUP1_5ORDER1,SCSUP1_5ORDER2,SCSUP1_5ORDER3,SCSUP1_5ORDER4,SCSUP4S4,SCSUP5S4,SCSUP7S4,SCSUP8S4,DOG3S4,DOG4S4,DOG5S4,DEMMUMS4,DEMATHS4,DEMCOMS4,DEMFUNDS4,DEMWNATIONALS4,IDEO1S4,SCIDEO1S4,BAGAINS4,ISSUES4,GUNSS4,WALLS4,ABORTIONS4,GAYRIGHTSS4,PRIVACYS4,ANOINTEDS4,POLADSTRUMPTEMPS4,POLAADSBIDENTEMPS4,POLADSREGULATIONS4,POLADSGLOBALWARMINGS4,MONTGOMERY1S4,MONTGOMERY2S4,MONTGOMERY3S4,MONTGOMERY4S4,MONTGOMERY5S4,MONTGOMERY6S4,PolAdsORDER1,PolAdsORDER2,PolAdsORDER3,PolAdsORDER4,PolAdsORDER5,PolAdsORDER6,PolAdsORDER7,PolAdsORDER8,POLADSTRUMP1S4,POLADSTRUMP2S4,POLADSBIDEN1S4,POLADSBIDEN2S4,POLADSEXXON1S4,POLADSEXXON2S4,POLADSPATAGONIA1S4,POLADSPATAGONIA2S4,POLADSPOWER1S4,POLADSPOWER2S4,POLADSSIERRA1S4,POLADSSIERRA2S4,POLADSCOLGATE1S4,POLADSCOLGATE2S4,POLADSMSC1S4,POLADSMSC2S4,QPA015A,QPA015,QPAC2,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC,EDUC4,MARITAL,EMPLOY,INCOME,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
2480,0.37844665,1,341,265,342,152,651,531,524,613,432,462,163,324,5,5,11,2,68107,"Omaha-Council Bluffs, NE-IA",1,0,0,0,0,0,0,1,1,2,7,3,1,2,8,6,5,4,5,3,4,4,5,3,4,5,2,3,2,1,2,1,2,8,2,11,1,32,1,21,3,8,3,,,3,1,1,1,1,2,5,5,12,14,9,7,1,10,5,11,3,13,4,2,8,6,85,1,47,1,78,46,2,51,99,19,75,27,45,75,2,,,9,1,5,3,2,4,2,4,7,10,12,,,,,,,,,,3,,1,,,2,,,,,,,4,2,4,2,4,2,4,2,4,2,2,2,2,,,,2,3,1,2,5,4,3,4,2,3,3,8,8,1,0,2,7,2,2,2,7,2,2,8,2,,,,,,,,,,,,,,,,,3,1,2,4,4,5,4,4,4,4,4,3,4,3,4,3,5,3,2,5,,,,,4,5,2,2,3,1,2,2,2,2,1,1,2,1,5,3,7,6,8,4,2,,2,,4,,2,,3,,3,,,5,,5,3,3,1,7/5/2020 2:50,7/5/2020 3:28,39,2,1,Smartphone,1,39,2,3,1,10,3,5,1,11,NE,2,4,1,1,2,3,4,1,0,0,0,0,1
2481,0.85811605,1,214,253,345,631,564,315,251,124,123,531,143,215,7,6,12,7,93312,"Bakersfield, CA",0,0,1,1,0,1,1,1,1,2,4,8,5,7,6,2,1,3,2,4,4,3,4,4,3,5,1,3,2,1,2,1,2,8,2,8,1,7,1,19,3,12,1,2,,1,2,2,2,2,1,4,4,2,10,7,6,13,4,8,14,5,12,1,3,11,9,95,5,100,4,3,100,3,25,1,2,50,1,25,100,1,Antifa and any group involved with erasing American history,2,15,3,6,2,1,1,12,9,10,13,5,7,4,,,,,,,,,,,1,,,,,2,,3,,5,12,5,12,5,12,5,12,5,12,2,2,2,,,,5,4,5,2,1,3,4,3,4,2,3,10,10,7,10,10,3,8,7,10,10,2,8,2,1,2,,,,,,,,,,,,,,,,4,2,1,3,4,3,4,3,2,3,5,1,2,2,4,3,6,2,1,5,,,,,4,3,7,1,7,3,1,2,2,2,1,2,6,2,5,7,1,8,3,4,1,,,1,,5,1,,,5,,5,,5,,5,2,2,1,7/6/2020 14:18,7/6/2020 14:41,24,2,1,Smartphone,2,43,2,3,1,12,4,1,1,15,CA,4,9,1,1,2,1,4,4,0,0,0,0,1
2482,0.37656819,2,134,462,351,534,135,263,651,612,264,315,654,254,5,3,1,4,24361,"Kingsport-Bristol-Bristol, TN-VA",0,1,1,0,1,0,1,1,0,2,2,4,1,6,8,3,5,7,3,4,5,4,5,4,5,4,2,2,2,1,3,1,2,17,2,22,1,16,1,35,3,48,1,1,,4,3,2,2,2,1,4,3,12,13,7,4,1,6,8,14,9,11,3,10,2,5,75,0,88,0,0,8,0,8,2,0,2,0,26,60,2,,,3,,,1,,,2,12,4,10,5,7,9,11,6,8,1,,,,,,,2,,,,,3,,1,,12,10,12,10,12,10,12,10,12,10,,,,4,3,3,2,2,4,1,3,5,3,2,2,2,3,,,,,,,,,,,,,,,,9,8,5,10,9,0,5,5,10,10,0,10,98,2,,2,4,1,3,2,3,2,3,2,3,3,2,2,98,3,2,6,2,1,1,1,,,,,3,5,1,4,3,2,1,1,2,2,98,5,7,1,4,8,3,2,6,,1,,2,3,,,5,2,,,4,,5,3,,2,2,1,7/11/2020 13:35,7/11/2020 14:37,62,2,1,Desktop,2,74,4,6,1,10,3,1,1,8,VA,3,5,1,1,1,1,2,2,0,0,0,0,2
2485,0.79916224,2,214,342,245,314,513,613,435,324,124,231,214,534,3,2,2,4,78201,"San Antonio-New Braunfels, TX",0,0,0,1,1,0,0,0,0,1,8,5,6,7,3,1,2,4,5,5,5,4,5,5,5,5,1,1,1,,2,1,1,30,2,9,1,14,1,23,1,12,2,,2,3,1,1,1,1,2,5,5,13,7,9,11,2,4,1,12,5,6,10,3,8,14,45,2,2,17,998,9,5,88,92,998,85,2,85,58,2,,,9,8,11,2,2,2,12,3,2,7,6,4,,,,,,,,,2,3,1,,,,,,,,,,4,3,4,3,4,3,4,3,4,3,,,,2,4,2,5,5,3,1,2,4,5,4,2,2,2,,,,,,,,,,,,,,,,8,7,1,0,0,1,1,0,8,8,1,0,5,2,,3,1,2,4,3,98,2,2,1,1,4,2,3,2,2,2,3,3,2,3,,,4,,,5,1,6,1,1,1,1,1,2,1,2,7,5,2,6,3,8,1,4,1,,2,,,5,,2,1,,2,,3,,3,,1,1,1,7/13/2020 20:19,7/13/2020 20:58,39,2,1,Smartphone,1,67,4,6,2,10,3,5,1,5,TX,3,7,1,1,2,3,4,1,0,0,0,0,1
2487,0.21952451,2,321,543,615,321,534,652,362,631,325,641,143,241,5,3,11,4,66605,"Topeka, KS",0,0,1,0,1,1,1,0,0,2,5,8,3,7,4,2,6,1,4,3,4,3,5,4,4,5,1,3,2,1,2,1,2,17,2,11,1,19,1,28,3,19,1,1,,4,1,1,1,2,1,4,4,13,9,12,1,6,14,3,10,5,8,7,4,2,11,62,0,50,0,25,75,0,25,0,0,75,0,0,75,2,,,,,,,,,12,7,10,4,2,9,5,8,3,1,,,,,,,1,,,,,,3,,2,,4,10,4,10,4,10,4,10,4,10,,,,2,4,2,4,5,3,4,2,1,5,4,4,4,5,,,,,,,,,,,,,,,,9,5,1,8,8,1,5,7,8,7,1,8,5,2,,3,4,2,1,2,4,4,4,4,4,3,2,3,3,3,2,6,2,1,5,,,,,4,4,4,1,6,2,1,2,1,2,1,1,3,2,4,7,5,6,8,1,1,,,4,3,,,5,,2,,2,4,,3,,4,4,1,7/3/2020 14:23,7/3/2020 15:01,39,2,1,Desktop,1,64,4,5,1,10,3,3,5,6,KS,2,4,1,1,1,1,4,1,0,0,0,0,1
2488,1.03847042,2,412,635,314,421,264,634,345,652,564,625,631,425,4,4,1,4,65251,"Jefferson City, MO",1,1,1,1,0,0,1,1,1,2,5,1,4,8,7,6,2,3,2,3,2,4,2,2,2,2,2,1,1,,4,1,2,10,2,6,1,8,3,5,2,2,2,,1,3,3,1,2,1,2,3,1,5,11,13,7,2,14,3,6,9,1,8,4,12,10,59,56,33,52,52,79,42,47,60,80,28,75,45,36,2,,,10,6,,2,2,,11,3,7,8,,,,,,,,,,,,,,,,2,1,,,3,,,8,11,8,11,8,11,8,11,8,11,,,,2,3,3,2,5,1,4,2,3,3,3,3,4,3,,,,,,,,,,,,,,,,5,6,7,3,9,6,6,6,3,3,4,4,3,1,3,1,4,2,3,3,3,3,3,1,3,3,4,4,3,4,4,4,4,2,3,,,4,,,3,1,4,7,3,1,1,2,2,1,1,6,8,1,2,4,7,3,5,,1,,1,,3,5,,5,,,1,,5,,3,1,1,1,7/2/2020 14:07,7/6/2020 16:19,14,2,1,Smartphone,2,34,2,2,1,9,2,5,1,2,MO,2,4,1,1,2,1,4,4,0,0,0,0,2
2493,0.20745425,1,431,532,564,153,253,612,325,245,465,654,652,315,1,2,11,3,23188,"Virginia Beach-Norfolk-Newport News, VA-NC",1,0,0,1,1,0,1,0,1,2,1,8,6,2,3,4,5,7,3,5,3,2,5,4,5,4,1,2,2,2,3,1,2,11,2,4,1,5,1,9,3,23,2,,2,4,2,3,4,1,2,4,4,10,7,12,1,8,5,13,2,11,14,4,9,3,6,35,50,23,1,25,4,4,84,74,1,100,50,69,34,1,98,,11,8,,1,2,,10,4,6,7,3,5,,,,,,,,,,,3,,,2,,,1,,,,10,4,10,4,10,4,10,4,10,4,3,4,3,,,,5,1,2,3,4,5,5,2,4,2,2,10,10,3,7,9,0,2,7,10,10,0,8,10,2,,,,,,,,,,,,,,,,,1,2,3,4,4,3,3,3,4,4,4,3,3,3,3,1,2,3,2,4,,,,1,,5,1,3,1,1,1,2,1,1,2,2,3,4,6,8,2,1,7,5,1,,2,,,2,,4,3,,,5,5,,,5,1,1,1,7/3/2020 14:55,7/3/2020 15:15,19,2,1,Smartphone,2,27,1,2,1,12,4,6,1,14,VA,3,5,1,1,2,3,4,2,0,0,0,0,2
2501,0.07396678,1,154,461,623,321,624,431,561,452,521,542,654,341,2,4,12,8,85009,"Phoenix-Mesa-Scottsdale, AZ",1,1,1,0,0,1,1,1,1,3,8,6,1,5,4,7,2,3,2,2,4,4,2,4,5,4,2,2,2,2,2,1,2,9,2,9,1,13,1,27,3,20,3,,,2,2,2,2,1,2,4,4,2,8,10,4,11,6,5,3,9,1,13,12,7,14,26,11,57,0,0,61,0,43,5,3,60,0,76,25,2,,,14,,,2,,,12,5,4,7,10,9,2,,,,,,,,,,3,,,1,,,,,2,,7,4,7,4,7,4,7,4,7,4,2,3,3,,,,3,1,5,4,2,3,4,4,4,4,4,8,8,6,8,8,6,4,6,8,8,1,8,8,2,,,,,,,,,,,,,,,,,1,4,2,3,4,4,4,4,2,2,2,2,1,2,3,2,4,2,1,1,2,,,,,4,2,5,2,3,1,1,1,2,2,1,1,2,4,7,6,5,8,3,,4,,4,3,,5,,,4,,4,,5,,5,1,1,1,7/2/2020 19:48,7/2/2020 20:11,24,2,1,Desktop,1,65,4,6,4,9,2,1,1,12,AZ,4,8,1,1,1,1,3,2,0,0,0,0,2
2502,1.17343804,2,134,152,163,512,264,162,264,642,621,634,543,521,6,6,1,5,98532,"Centralia, WA",1,0,0,0,1,0,1,1,0,2,6,4,3,8,5,1,7,2,4,2,98,4,4,5,5,5,1,1,1,,3,1,2,8,2,9,1,13,2,30,3,17,1,1,,2,1,1,1,1,2,4,3,10,1,9,3,12,7,8,11,14,5,6,4,2,13,26,0,24,0,3,50,0,2,0,0,4,0,26,82,2,,,15,,,1,,,9,4,12,10,7,2,8,5,11,,,,,,,,,2,,,3,,,,1,,12,8,12,8,12,8,12,8,12,8,,,,1,4,4,2,4,3,5,1,2,3,3,4,2,4,,,,,,,,,,,,,,,,9,3,9,10,8,2,10,98,9,98,98,9,1,1,1,4,3,1,2,2,4,4,3,3,4,2,2,2,2,3,2,6,2,2,2,,1,,,,5,7,1,6,2,2,2,1,2,1,98,5,8,6,4,2,3,1,7,1,,2,,2,,,5,3,,,4,,5,4,,2,2,1,7/2/2020 14:29,7/2/2020 15:05,37,2,1,Desktop,2,87,4,7,1,10,3,2,5,14,WA,4,9,0,1,1,1,3,1,0,0,0,0,1
2503,0.45540625,2,621,635,361,142,621,341,164,124,523,264,145,642,3,4,9,4,24060,"Blacksburg-Christiansburg-Radford, VA",0,0,0,1,0,0,0,1,1,2,8,2,5,3,1,7,4,6,3,3,2,3,3,2,5,3,1,2,1,,2,1,2,7,2,4,1,9,1,16,3,7,2,,1,4,1,1,1,2,1,4,4,5,11,4,3,1,9,2,13,7,10,6,12,14,8,49,16,33,3,22,8,9,71,55,4,96,8,76,50,2,,,11,14,,2,2,,4,10,12,6,7,,,,,,,,,,,,1,,,,,,3,,2,,4,10,4,10,4,10,4,10,4,10,,,,2,4,2,5,2,5,3,1,4,5,4,4,3,3,,,,,,,,,,,,,,,,8,9,2,4,7,1,1,6,4,5,1,7,6,2,,2,3,1,4,3,5,4,4,5,5,5,3,3,3,3,3,3,3,2,1,4,,,,,5,1,5,2,1,1,2,1,2,1,1,1,3,6,7,5,4,8,2,1,,3,,,5,3,,1,,2,,,5,,5,1,1,1,7/2/2020 15:25,7/2/2020 15:50,25,2,1,Smartphone,1,50,3,4,1,14,4,1,1,14,VA,3,5,1,1,1,1,2,5,0,0,1,2,2
2504,0.81877558,2,132,452,642,235,512,134,625,132,524,364,342,162,3,8,3,1,99352,"Kennewick-Richland, WA",0,1,0,0,1,0,1,0,0,2,4,3,2,8,5,6,7,1,4,3,5,4,4,4,5,5,3,2,1,,2,1,2,10,2,11,1,12,2,20,3,9,3,,,2,2,2,2,2,1,5,4,13,10,14,1,11,6,4,7,12,5,3,8,9,2,50,0,25,0,0,25,23,49,50,0,75,24,33,39,2,,,,,,,,,4,2,10,5,7,12,3,6,,,,,,,3,,1,,,,,,,,2,,4,2,4,2,4,2,4,2,4,2,,,,2,4,2,3,4,3,2,5,1,3,2,2,3,3,,,,,,,,,,,,,,,,3,6,1,2,7,1,1,6,4,7,1,3,3,2,,4,3,2,1,3,4,3,4,3,3,4,3,3,3,3,98,4,98,2,5,,,,,3,5,1,4,4,1,2,2,1,1,1,1,2,6,8,1,7,4,3,5,,3,2,,3,,,3,3,,,3,3,,3,,1,1,1,7/6/2020 14:48,7/6/2020 15:12,23,2,1,Desktop,2,53,3,4,1,11,3,3,1,3,WA,4,9,1,1,2,3,4,1,0,0,0,0,1
2505,0.34823964,2,325,412,462,635,543,431,362,213,234,241,352,513,1,2,13,1,5819,,0,1,0,0,0,1,0,1,1,2,8,5,4,7,1,6,3,2,4,3,2,2,4,2,3,2,1,2,2,1,2,1,2,13,2,14,1,15,1,40,2,20,3,,,3,1,2,2,1,2,4,2,4,8,9,5,6,3,1,7,14,2,10,13,11,12,50,25,50,0,24,0,0,75,99,0,75,25,74,50,1,Nazis,0,9,,,1,,,4,7,6,13,10,5,12,2,1,3,,,,,,,1,,,2,,,3,,,,4,10,4,10,4,10,4,10,4,10,,,,2,4,2,5,5,4,1,3,2,3,3,3,2,3,,,,,,,,,,,,,,,,10,10,1,10,10,1,0,10,10,10,0,8,10,2,,4,1,3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,3,2,1,3,,,,,5,1,7,2,3,1,2,2,2,1,2,6,4,1,7,2,5,3,8,,1,5,,3,,3,,,2,3,,,5,,5,1,1,1,7/2/2020 15:06,7/2/2020 15:45,40,2,1,Desktop,2,76,4,7,1,11,3,1,2,13,VT,1,1,0,1,1,1,2,3,0,0,0,0,3
2508,0.46649344,2,625,563,124,132,534,541,514,325,625,623,362,452,5,4,12,2,89032,"Las Vegas-Henderson-Paradise, NV",0,1,0,0,0,1,1,0,1,1,6,5,7,8,2,3,4,1,2,4,3,2,2,2,4,2,1,2,1,,2,1,2,17,2,12,1,15,1,23,3,21,3,,,2,2,2,2,2,1,4,2,2,7,5,10,8,1,14,11,6,9,12,4,3,13,62,0,26,0,0,10,0,25,60,0,50,0,45,59,1,KKK,0,,,,,,,10,12,5,7,2,13,4,6,8,3,,,,,,,1,,,,,,3,,,2,4,10,4,10,4,10,4,10,4,10,,,,4,2,4,3,5,2,3,4,1,4,4,1,1,5,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,10,4,2,,2,3,4,1,2,2,3,2,3,4,2,2,2,2,3,2,4,2,2,2,,1,,,,4,4,2,2,2,1,1,2,2,2,1,2,8,7,6,3,4,1,5,,2,2,,4,,3,,,4,,5,5,,,5,2,1,1,7/3/2020 5:04,7/3/2020 5:43,39,2,1,Desktop,1,71,4,6,1,12,4,1,1,13,NV,4,8,1,1,1,2,2,2,0,0,0,0,2
2524,0.69358181,2,524,142,365,613,362,132,415,514,234,423,615,321,6,6,,,12401,"Kingston, NY",1,1,0,0,1,1,1,0,1,3,3,6,4,1,2,8,5,7,4,2,2,2,2,4,2,2,4,3,1,,2,1,77,18,1,30,77,16,2,30,77,25,2,,1,4,4,77,77,1,2,4,2,14,12,9,2,10,3,1,13,4,6,11,7,5,8,50,40,777,30,40,30,30,40,777,40,30,777,40,50,2,,,,,,,,,6,4,11,7,10,2,8,5,1,,,,,,,,,1,,,,,,,,,5,1,5,1,5,1,5,1,5,1,,,,4,2,4,5,3,4,1,2,5,3,4,4,3,4,,,,,,,,,,,,,,,,6,7,6,9,8,10,10,7,8,10,7,5,4,2,,3,4,1,2,2,2,2,2,2,2,4,4,3,4,3,4,6,2,2,1,1,,,,,5,1,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7/6/2020 14:00,7/6/2020 14:30,31,1,1,Phone interview (not online),1,66,4,6,1,9,2,5,6,5,NY,1,2,1,0,2,3,1,1,0,0,0,0,1
2525,0.33387933,2,125,215,523,452,263,435,612,421,514,643,634,243,6,6,12,4,32221,"Jacksonville, FL",1,0,0,1,1,1,0,0,0,2,6,8,5,7,4,2,3,1,3,3,3,3,3,3,3,3,4,3,1,,2,98,98,70,1,15,98,1,2,57,2,8,3,,,3,3,2,2,2,1,3,3,1,2,10,8,7,9,11,3,14,5,4,13,6,12,67,79,52,81,998,11,49,86,53,84,45,12,77,100,2,,,15,8,10,2,2,2,6,12,11,7,,,,,,,,,,,,,,,2,1,,,,3,,,7,11,7,11,7,11,7,11,7,11,,,,2,3,3,98,5,4,2,3,1,3,3,3,3,3,,,,,,,,,,,,,,,,5,5,5,5,4,3,6,6,5,6,5,6,5,2,,4,2,3,1,3,3,3,3,3,3,3,98,98,98,3,2,4,2,1,98,,,,,,3,7,4,4,98,1,1,2,2,1,2,2,7,4,5,6,3,1,8,2,,98,,,3,,3,,3,3,,3,,2,,2,4,1,7/18/2020 3:31,7/18/2020 4:04,33,2,1,Smartphone,1,37,2,3,5,9,2,1,1,11,FL,3,5,1,1,2,1,2,6,0,0,4,0,3
2533,0.24631225,2,235,561,263,215,621,145,154,624,354,154,154,461,1,1,2,4,91746,"Los Angeles-Long Beach-Anaheim, CA",0,0,0,0,1,1,1,0,0,1,1,2,6,8,4,3,5,7,5,4,5,5,5,5,5,5,1,1,1,,2,1,2,9,2,10,1,10,1,16,3,5,3,,,2,3,2,1,1,2,5,5,7,13,11,6,8,3,1,12,4,14,10,2,5,9,73,1,77,2,5,28,2,100,76,998,84,4,100,1,1,Kkk,1,8,14,11,1,1,2,2,13,4,7,12,5,,,,,,,,,,,1,,,2,,,,,3,,4,12,4,12,4,12,4,12,4,12,,,,1,1,1,1,1,2,4,3,5,5,4,1,2,3,,,,,,,,,,,,,,,,10,10,0,0,8,0,5,7,0,10,0,10,5,2,,1,2,4,3,3,2,3,2,2,3,3,98,4,1,3,1,2,2,2,1,3,,,,,5,1,7,4,3,1,2,1,2,2,1,5,4,3,6,2,1,8,7,1,,1,,1,,,4,,3,,1,5,,3,,1,1,1,7/6/2020 10:34,7/6/2020 11:08,34,2,1,Smartphone,1,42,2,3,4,11,3,1,1,9,CA,4,9,1,1,1,1,4,6,0,1,1,2,4
2536,1.29183108,1,352,215,623,415,412,521,645,351,612,613,243,215,5,5,1,7,43402,"Toledo, OH",0,0,0,1,0,1,1,0,1,3,5,7,3,1,8,6,4,2,3,4,5,4,3,5,4,4,1,1,1,,2,1,2,6,2,11,1,8,1,16,3,11,3,,,3,2,2,2,1,2,4,4,3,11,12,1,9,5,6,2,8,7,14,10,4,13,53,6,998,4,6,3,8,49,50,10,51,4,50,50,2,,,,,,,,,6,12,4,5,2,7,,,,,,,,,,,1,,,3,,,,,2,,4,7,4,7,4,7,4,7,4,7,3,2,3,,,,5,5,3,1,4,2,3,3,2,2,4,10,9,1,0,5,3,4,10,7,2,0,5,5,2,,,,,,,,,,,,,,,,,3,1,4,2,3,3,3,3,3,4,4,2,2,2,2,2,4,3,2,5,,,,,4,5,3,3,5,3,2,2,2,2,1,2,6,7,3,8,1,5,2,4,3,,2,,,5,4,,,5,,5,5,,,5,4,4,1,7/7/2020 21:10,7/7/2020 21:34,24,2,1,Smartphone,2,46,3,4,1,12,4,1,1,10,OH,2,3,1,1,1,1,2,5,0,0,1,2,2
2540,0.43888567,2,523,432,345,542,431,541,623,514,521,364,423,625,2,4,1,2,68107,"Omaha-Council Bluffs, NE-IA",1,0,1,1,0,1,0,1,0,3,2,3,6,1,4,8,7,5,4,3,4,2,5,4,4,2,1,2,1,,2,1,2,21,2,9,1,8,2,35,3,15,2,,1,3,3,2,2,2,1,3,1,7,5,4,1,11,13,12,3,14,8,9,2,6,10,25,1,49,1,7,5,1,77,59,2,62,1,90,71,1,Police officers,40,14,8,,3,3,,2,12,4,7,10,6,5,,,,,,,,,,,3,,,,,1,,2,,10,5,10,5,10,5,10,5,10,5,,,,4,1,3,5,2,3,1,4,5,2,1,1,2,3,,,,,,,,,,,,,,,,10,8,5,8,8,0,5,5,10,10,5,10,6,1,4,2,3,1,4,2,2,2,2,4,3,4,1,1,1,2,1,4,3,2,5,,,,,4,5,3,4,1,1,1,1,1,2,1,1,3,5,8,1,4,2,6,7,1,,,1,,5,1,,,3,1,,,5,2,,3,1,1,7/11/2020 21:31,7/11/2020 22:03,33,2,1,Smartphone,2,30,2,2,1,12,4,5,1,6,NE,2,4,1,1,1,1,4,3,1,0,0,0,2
2544,2.40671280,1,621,432,264,364,163,532,325,362,231,642,532,453,4,8,2,6,6704,"New Haven-Milford, CT",0,1,1,1,0,0,0,1,0,2,2,4,8,6,7,1,5,3,2,2,2,2,2,2,2,2,2,2,1,,2,1,1,3,1,21,2,4,1,1,2,1,1,1,,2,2,2,2,2,1,2,2,9,4,1,10,11,5,13,2,12,14,7,6,3,8,57,80,66,60,56,99,39,72,56,53,57,47,92,45,1,Master,57,6,14,2,2,2,2,7,12,10,9,5,,,,,,,,,,,,,1,,2,,3,,,,,5,9,5,9,5,9,5,9,5,9,2,2,2,,,,2,2,4,1,5,3,2,2,2,2,2,4,6,6,5,10,5,6,7,5,6,5,7,7,1,3,,,,,,,,,,,,,,,,2,4,1,3,2,2,2,2,3,2,2,2,2,2,1,2,3,3,1,2,,1,,,,2,5,3,3,1,1,2,2,2,2,2,6,8,4,1,7,2,3,5,,3,,5,,5,3,,3,,3,,,5,3,,1,1,1,7/3/2020 13:17,7/3/2020 13:32,15,2,1,Smartphone,2,47,3,4,4,9,2,4,4,1,CT,1,1,1,0,2,3,4,6,0,0,0,0,6
